Date,Title,Author
1/25/2004,Emma's Secret,Barbara Taylor Bradford
2/1/2004,Absolute Friends,John le Carré
2/1/2004,Mr. Paradise,Elmore Leonard
2/1/2004,The Kills,Linda Fairstein
2/8/2004,The Zero Game,Brad Meltzer
2/8/2004,The Truth and Outstanding Adventures of the Hunt Sisters,Elisabeth Robinson
2/8/2004,Paranoia,Joseph Finder
2/15/2004,Divided in Death,J.D. Robb
2/15/2004,The Cat Who Talked Turkey,Lilian Jackson Braun
2/15/2004,The Second Chair,John Lescroart
2/22/2004,The Last Juror,John Grisham
2/22/2004,Seduced by Moonlight,Laurell K. Hamilton
2/22/2004,Survivor's Quest,Timothy Zahn
2/29/2004,Bet Me,Jennifer Cruise
2/29/2004,High Country,Nevada Barr
3/7/2004,Ain't She Sweet?,Susan Elizabeth Phillips
3/7/2004,The Birth of Venus,Sarah Dunant
3/14/2004,Ransom,Danielle Steel
3/14/2004,A Death in Vienna,Daniel Silva
3/21/2004,3rd Degree,James Patterson & Andrew Gross
3/21/2004,The Princes of Ireland,Edward Rutherford
3/21/2004,The Ideal Bride,Stephanie Laurens
3/21/2004,The Journals of Eleanor Druse,Stephen King
3/28/2004,Bad Business,Robert B. Parker
3/28/2004,The Game,Laurie R. King
4/4/2004,Black Creek Crossing,John Saul
4/4/2004,The Bookman's Promise,John Dunning
4/4/2004,Little Children,Tom Perrota
4/11/2004,Can You Keep a Secret?,Sophie Kinsella
4/11/2004,Sleeping Beauty ,Phillip Margolin
4/11/2004,The Dew Breaker,Edwidge Danticat
4/11/2004,Aloft,Chang-rae Lee
4/18/2004,Glorious Appearing,Tim LaHaye & Jerry B. Jenkins
4/18/2004,Firestorm,Iris Johansen
4/18/2004,Flashpoint,Suzanne Brockmann
4/18/2004,Guardian of the Horizon,Elizabeth Peters
4/18/2004,Whisker of Evil,Rita Mae Brown & Sneaky Pie Brown
4/25/2004,Nighttime is My Time,Mary Higgins Clark
4/25/2004,Islands,Anne Rivers Siddons
4/25/2004,My Sister's Keeper,Jodi Picoult
4/25/2004,Bergdorf Blondes,Plum Sykes
5/2/2004,Reckless Abandon,Stuart Woods
5/2/2004,The Confusion,Neal Stephenson
5/2/2004,Good Grief,Lolly Winston
5/9/2004,Therpay ,Jonathan Kellerman
5/9/2004,The Full Cupboard of Life,Alexander McCall Smith
5/16/2004,Just One Look ,Harlan Coben
5/16/2004,A Loving Scoundrel,Johanna Lindsey
5/23/2004,The Narrows,Michael Connelly
5/23/2004,Memorial Day,Vince Flynn
5/23/2004,The Summer I Dared,Barbara Delinsky
5/23/2004,The Paid Companion,Amanda Quick
5/23/2004,The Jane Austen Boook Club,Karen Joy Fowler
5/30/2004,Hidden Prey,John Sandofrd
5/30/2004,The Rule of Four,Ian Caldwell & Dustin Thomason
6/6/2004,Plan of Attack,Dale Brown
6/6/2004,To Have and to Hold,Jane Green
6/6/2004,The Enemy,Lee Child
6/13/2004,The Talking,Dean Koontz
6/13/2004,Double Pay,Robert B. Parker
6/13/2004,Tampa Burn,Randy Wayne White
6/20/2004,Slightly Dangerous,Mary Balogh
6/20/2004,A Good Year,Peter Mayle
6/20/2004,Killer Smile,Lisa Scottoline
6/27/2004,Song of Susannah,Stephen King
6/27/2004,Olivia Joules and the Overactive Imagination,Helen Fielding
7/4/2004,Blowout,Catherine Coulter
7/4/2004,The Color of Death,Elizabeth Lowell
7/4/2004,Monday Mourning,Kathy Reichs
7/11/2004,Ten Big Ones,Janet Evanovich
7/11/2004,The Bourne Legacy,Eric Van Lustbader
7/18/2004,Sam's Letters to Jennifer,James Patterson
7/18/2004,Second Chance,Danielle Steel
7/25/2004,Kill the Messenger,Tami Hoag
7/25/2004,The Queen of the Big Time,Adriana Trigiani
7/25/2004,Little Scarlet,Walter Mosley
8/1/2004,"""R"" is for Ricochet",Sue Grafton
8/1/2004,Skinny Dip,Carl Hiaasen
8/1/2004,Kiss Me While I Sleep,Linda Howard
8/1/2004,Drive Me Crazy,Eric Jerome Dickey
8/8/2004,Garden of Beasts,Jeffery Deaver
8/15/2004,Lost City,Clive Cussler
8/15/2004,Renegade,Diana Palmer
8/22/2004,Visions of Death,J.D. Robb
8/22/2004,Shem Creek,Dorothea Benton Frank 
8/22/2004,Brimstone,Douglas Preston & Lincoln Child
8/22/2004,The Immortal Highlander,Karen Marie Moning
8/22/2004,Star,Pamela Anderson
8/29/2004,,
9/5/2004,White Hot,Sandra Brown
9/5/2004,Dune: The Battle of Corrin,Brian Herbert & Kevin J. Anderson
9/5/2004,Body Double,Tess Gerritsen
9/5/2004,Hunting Fear,Kay Hooper
9/5/2004,The Society,Michael Palmer
9/12/2004,Dark Justice,Jack Higgins
9/12/2004,The Winds of Change,Martha Grimes
9/19/2004,Murder List,Julie Garwood
9/19/2004,High Druid of Shannara: Tanequil,Terry Brooks
9/19/2004,Jonathan Strange & Mr. Norrell,Susanna Clarke
9/19/2004,The Secret Ararat,Tim LaHaye & Bob Phillips
9/26/2004,Trace,Patricia Cornwall
9/26/2004,Sammy's Hill,Kristin Gore
10/3/2004,Are You Afraid of the Dark?,Sidney Sheldon
10/3/2004,Little Earthquakes,Jennifer Weiner
10/3/2004,Blind Alley,Iris Johansen
10/10/2004,The Dark Tower: Volume 7,Stephen King
10/10/2004,Nights of Rain and Stars,Maeve Binchy
10/10/2004,The System of the World,Neal Stephenson
10/10/2004,The Plot Against America,Phillip Roth
10/17/2004,Incubus Dreams,Laurell K. Hamilton
10/17/2004,Shopaholic & Sister,Sophie Kinsella
10/17/2004,The Sunday Philosophy Club,Alexander McCall Smith 
10/17/2004,Melancholy Baby,Robert B. Parker
10/24/2004,Double Homicide,Faye Kellerman & Jonathan Kellerman
10/24/2004,The Gift,Nora Roberts
10/24/2004,Any Place I Hang My Hat,Susan Isaacs
10/31/2004,Northern Lights,Nora Roberts
10/31/2004,Light on Snow,Anita Shreve
10/31/2004,The Prince of Beverly Hills,Stuart Woods
11/7/2004,The Two Swords,R.A. Salvatore
11/7/2004,Double Shot,Diane Mott Davidson 
11/14/2004,Hour Game,David Baldacci
11/14/2004,Echoes,Danielle Steel
11/14/2004,The Shadow of Saganami,David weber
11/21/2004,Metro Girl,Janet Evanovich
11/21/2004,A Redbird Christmas,Fannie Flagg
11/28/2004,London Bridges,James Patterson 
11/28/2004,I Am Charlotte Simmons,Tom Wolfe
11/28/2004,The Christmas Thief,Mary Higgins Clark
12/5/2004,The Godfather Returns,Mark Winegardner
12/5/2004,Runaway,Alice Munro
12/5/2004,Falling Awake,Jayne Ann Krentz
12/5/2004,The Virgin's Lover,Philippa Gregory
12/12/2004,Night Fall,Melson DeMille
12/12/2004,Twisted ,Jonathan Kellerman
12/12/2004,Skeleton Man,Tony Hillerman
12/12/2004,Whiteout,Ken Follet
12/19/2004,A Salty Piece of Land,Jimmy Buffet
12/19/2004,Black Wind,Clive Cussler
12/26/2004,State of Fear,Michael Crichton
12/26/2004,Life Expectancy ,Dean Koontz
1/2/2005,,
1/9/2005,,
1/16/2005,By Order Of The President,W. E. B. Griffin
1/16/2005,Hot Target,Suzanne Brockmann
1/16/2005,The Cat Who Went Bananas,Lilian Jackson Braun
1/23/2005,Chainfire,Terry Goodkind
1/23/2005,Unexpected Blessings,Barbara Taylor Bradford
1/23/2005,Entombed,Linda Fairstein
1/23/2005,Afterburn,Zane
1/30/2005,The Broker,John Grisham
1/30/2005,Alone,Lisa Gardner
2/6/2005,Gilead,Marilynne Robinson
2/13/2005,Conviction,Richard North Patterson
2/13/2005,The Last Kingdom,Bernard Cornwell
2/13/2005,Labyrinth Of Evil,James Luceno
2/20/2005,Survivor In Death,J. D. Robb
2/20/2005,Prep,Curtis Sittenfeld
2/20/2005,The Best-Kept Secret,Kimberla Lawson Roby
2/27/2005,The Real Mother,Judith Michael
2/27/2005,Kafka On The Shore,Haruki Murakami
3/6/2005,Honeymoon,James Patterson
3/6/2005,The Forgotten Man,Robert Crais
3/6/2005,Blood Memory,Greg Iles
3/6/2005,A Thread Of Grace,Mary Doria Russell
3/6/2005,The Killing Club,Marcie Walsh & Michael Malone
3/13/2005,Prince Of Fire,Daniel Silva
3/13/2005,Me & Emma,Elizabeth Flock
3/13/2005,Ireland,Frank Delaney
3/20/2005,The Rising,Tim LaHaye & Jerry B. Jenkins
3/20/2005,Impossible,Danielle Steel
3/20/2005,Vanishing Acts,Jodi Picoult
3/20/2005,Shadow Of The Giant,Orson Scott Card
3/20/2005,Missing Persons,Stephen White
3/27/2005,Cold Service,Robert B. Parker
4/3/2005,With No One As Witness,Elizabeth George
4/3/2005,The Truth About Love,Stephanie Laurens
4/3/2005,Extremely Loud And Incredibly Close,Jonathan Safran Foer
4/10/2005,Saturday,Ivan McEvan
4/10/2005,Dead Of Night,Randy Wayne White
4/17/2005,Revenge Of The Sith,Matthew Stover
4/17/2005,Ya-Yas In Bloom,Rebecca Wells
4/17/2005,The Serpent On The Crown,Elizabeth Peters
4/17/2005,Hard Truth,Nevada Barr
4/24/2005,No Place Like Home,Mary Higgins Clark
4/24/2005,The Mermaid Chair,Sue Monk Kidd
4/24/2005,The Year Of Pleasures,Elizabeth Berg
4/24/2005,Pretty Woman,Fern Michaels
5/1/2005,True Believer,Nicholas Sparks
5/1/2005,A Stroke Of Midnight,Laurell K. Hamilton
5/1/2005,Two-Dollar Bill,Stuart Woods
5/8/2005,In The Company Of Cheerful Ladies,Alexander McCall Smith
5/8/2005,Company Man,Jodseph Finder
5/15/2005,The Innocent,Harlan Coben
5/15/2005,Superstition,Karen Robards
5/15/2005,A Good Yarn,Debbie Macomber
5/15/2005,Two Of A Kind,Nora Roberts
5/22/2005,4th Of July,James Patterson & Maxine Paetro
5/22/2005,No Place Like Home,Mary Higgins Clark
5/22/2005,Pawleys Island,Dorothea Benton Frank
5/22/2005,Haunted,Chuck Palahniuk
5/22/2005,Dead As A Doornail,Charlaine Harris
5/29/2005,Broken Prey,John Sandford
5/29/2005,Countdown,Iris Johansen
5/29/2005,Genevieve,Eric Jerome Dickey
5/29/2005,Zorro,Isabelle Allende
5/29/2005,The Hot Kid,Elmore Leonard
6/5/2005,The Closers,Michael Connelly
6/5/2005,The Third Secret,Steve Berry
6/12/2005,Velocity,Dean Koontz
6/12/2005,Rage,Jonathan Kellerman
6/12/2005,Marker,Robin Cook
6/19/2005,Devils Corner,Lisa Scottoline
6/26/2005,A Long Way Down,Nick Hornby
6/26/2005,Specimen Days,Michael Cunningham
6/26/2005,Appaloosa,Robert B. Parker
6/26/2005,Lie By Moonlight,Amanda Quick
7/3/2005,The Historian,Elizabeth Kostova
7/3/2005,Killing Time,Linda Howard
7/3/2005,One Shot,Lee Child
7/3/2005,Marriage Most Scandalous,Johanna Lindsey
7/3/2005,The Twelfth Card,Jeffery Deaver
7/10/2005,Eleven On Top,Janet Evanovich
7/10/2005,Dance Of Death,Douglas Preston & Lincoln Child
7/10/2005,Rococo,Adriana Trigiani
7/17/2005,Miracle,Danielle Steel
7/17/2005,Cross Bones,Kathy Reichs
7/17/2005,Fire Sale,Sara Paretsky
7/17/2005,72 Hour Hold,Bebe Moore Campbell
7/17/2005,The Traveller,John Twelve Hawks
7/24/2005,Always Time To Die,Elizabeth Lowell
7/24/2005,Adored,Tilly Bagshawe
7/31/2005,Lifeguard,James Patterson & Andrew Gross
7/31/2005,Until I Find You,John Irving
7/31/2005,Origin In Death,J. D. Robb
7/31/2005,Crusaders Cross,James Lee Burke
7/31/2005,Breaking Point,Suzanne Brockmann
8/7/2005,The Interruption Of Everything,Terry McMillan
8/7/2005,The Undomestic Goddess,Sophie Kinsella
8/7/2005,No Country For Old Men,Cormac Mc Carthy
8/14/2005,Double Tap,Steve Martini
8/14/2005,Chill Of Fear,Kay Hooper
8/21/2005,,
8/28/2005,Sweetwater Creek,Anne Rivers Siddons
8/28/2005,Match Me If You Can,Susan Elizabeth Phillips
9/4/2005,Chill Factor,Sandra Brown
9/4/2005,Lunar Park,Breet Easton Ellis
9/4/2005,Pirate,Ted Bell
9/11/2005,Point Blank,Catherine Coulter
9/11/2005,Tyrannosaur Canyon,Douglas Preston
9/11/2005,Vanish,Tess Gerritsen
9/11/2005,Without Mercy,Jack Higgins
9/11/2005,Reflections Of A Peacemaker,Mattie J. T. Stepanek
9/18/2005,Polar Shift,Clive Cussler & Paul Kemprecos
9/18/2005,Slow Burn,Julie Garwood
9/18/2005,The Widow Of The South,Robert Hicks
9/18/2005,Spell Of The Highlander,Karen Marie Moning
9/25/2005,High Druid Of Shannara: Straken,Terry Brooks
9/25/2005,Lipstick Jungle,Candence Bushnell
10/2/2005,Thud!,Terry Pratchett
10/2/2005,On Beauty,Zadie Smith
10/2/2005,Shalimar The Clown,Salman Rushdie
10/9/2005,Anansi Boys,Neil Gaiman
10/9/2005,Goodnight Nobody,Jennifer Weiner
10/9/2005,The March,E. L. Doctorow
10/9/2005,"Friends, Lovers, Chocolate",Alexander McCall Smith
10/16/2005,A Breath Of Snow And Ashes,Diana Gabaldon
10/16/2005,Son Of A Witch,Gregory Maguire
10/16/2005,School Days,Robert B. Parker
10/16/2005,The Divide,Nicholas Evans
10/16/2005,Gabriels Angel,Nora Roberts
10/23/2005,The Lincoln Lawyer,Michael Connelly
10/23/2005,Blue Smoke,Nora Roberts
10/23/2005,Everyone Worth Knowing,Lauren Weisberger
10/23/2005,The Assassins,Oliver North & Joe Musser
10/23/2005,The Sunflower,Richard Paul Evans
10/30/2005,Knife Of Dreams,Robert Jordan
10/30/2005,Consent To Kill,Vince Flynn
10/30/2005,A Wedding In December,Anita Shreve
10/30/2005,Iron Orchid,Stuart Woods
11/6/2005,At First Sight,Nicholas Sparks
11/6/2005,The Ambler Warning,Robert Ludlum
11/6/2005,Saving A Fish From Drowning,Amy Tan
11/13/2005,Predator,Patricia Cornwell
11/13/2005,The Camel Club,David Baldacci
11/13/2005,Toxic Bachelors,Danielle Steel
11/13/2005,Promise Of The Witch-King,R. A. Salvatore
11/20/2005,Christ The Lord: Out Of Egypt,Anne Rice
11/20/2005,Ordinary Heroes,Scott Turow
11/27/2005,A Feast For Crows,George R. R. Martin
11/27/2005,Light From Heaven,Jan Karon
12/4/2005,"Mary, Mary",James Petterson
12/4/2005,The Regime: Evil Advances,Tim LaHaye & Jerry B. Jenkins
12/11/2005,The Lighthouse,P. D. James
12/11/2005,Dark Lord: The Rise Of Darth Vader,James Luceno
12/18/2005,Forever Odd,Dean Koontz
12/25/2005,"""S"" Is For Silence",Sue Grafton
12/25/2005,Amazing Peace,Maya Angelou
12/25/2005,The Christmas Hope,Donna VanLiere
12/25/2005,The Constant Princess,Philippa Gregory
1/1/2006,,
1/8/2006,,
1/15/2006,Every Breath You Take,Judith McNaught
1/15/2006,On The Run,Iris Johansen
1/15/2006,Turning Angel,Greg Iles
1/22/2006,The Hostage,W.E.B Griffin
1/22/2006,All Night Long,Jayne Ann Krentz
1/22/2006,Just Reqards,Barbara Taylor Bradford
1/29/2006,The Cat Who Dropped a Bombshell,Lilian Jackson Braun
2/5/2006,Death Dance,Linda Fairstein
2/5/2006,The Last Templar,Raymond Khoury
2/5/2006,The Pale Horseman,Bernard Cornwall
2/12/2006,Cell,Stephen King
2/12/2006,Memory in Death,J.D. Robb
2/12/2006,The Hunt Club,John Lescroart
2/12/2006,Arthur & George,Julian Barnes
2/19/2006,Gone,Lisa Gardner
2/19/2006,Outbound Flight,Timothy Zahn
2/19/2006,Changing Faces,Kimberla Lawson Roby
2/19/2006,The Good Life,Jay McInerney
2/26/2006,Sea Change,Robert B. Parker
2/26/2006,Lovers & Players,Jackie Collins
3/5/2006,The 5th Horseman,James Patterson & Maxine Paetro
3/5/2006,In the Company of the Courtesan,Sarah Dunant
3/12/2006,The Templar Legacy,Steve Berry
3/12/2006,The Two Minute Rule,Robert Crais
3/12/2006,The Old Wine Shades,Martha Grimes
3/19/2006,The House,Danielle Steel
3/19/2006,Sour Puss,Rita Mae Brown & Sneaky Pie Brown
3/19/2006,The Rebels of Ireland,Edward Rutherford
3/19/2006,The Island,Heather Graham
3/19/2006,The Fallen,T. Jefferson Parker
3/26/2006,The Tenth Circle,Jodi Picoult
3/26/2006,False Impressoin,Jeffery Archer
3/26/2006,Nightlife,Thomas Perry
3/26/2006,Labyrinth,Kate Mosse
3/26/2006,Kill Me,Stephen White
4/2/2006,Dirty Blonde,Lisa Scottoline
4/2/2006,What Price Love?,Stephanie Laurens
4/9/2006,Prior Bad Acts,Tami Hoag
4/9/2006,The Secret Supper,Javier Sierra
4/9/2006,A Dirty Job,Christopher Moore
4/9/2006,Ell,Stephen King
4/9/2006,Intuition,Allegra Goodman
4/16/2006,Gone,Jonathan Kellerman
4/16/2006,Tomb of the Golden Bird,Elizabeth Peters
4/16/2006,Prior Bad Acts,Tami Hoag
4/16/2006,Dark Assassin,Anne Perry
4/23/2006,Two Little Girls in Blue,Mary Higgins Clark
4/23/2006,Shiver,Lisa Jackson
4/23/2006,"Hey, Good Looking",Fern Michaels
4/23/2006,We Are All Welcome Here,Elizabeth Berg
4/30/2006,Dark Harbor,Stuart Woods
4/30/2006,Oakdale Confidential ,Anonymous
4/30/2006,Chasing Destiny,Eric Jerome Dickey
4/30/2006,Suite Fraçaise,Irène Némirovsky
5/7/2006,Blue Shoes & Happiness,Alexander McCall Smith
5/7/2006,Dark Tort,Diane Mott Davidson
5/7/2006,The Debutante Divorcée,Plum Sykes
5/14/2006,Promise Me,Harlan Coben
5/14/2006,Susannah's Garden,Debbie Macomber
5/14/2006,Everyman,Philip Roth
5/14/2006,Vanished,Karen Robards
5/14/2006,Elements of Style,Wendy Wasserstein
5/21/2006,Beach Road,Jamers Patterson & Peter de Jonge
5/21/2006,I Say a Little Prayer,E. Lynn Harris
5/21/2006,Digging to America,Anne Tyler
5/21/2006,Definitely Dead,Charlaine Harris
5/21/2006,Full of Grace,Dorothea Benton Frank
5/21/2006,Mother: A Cradle to Hold Me,Maya Angelou
5/28/2006,Bad Twin,Gary Troup
5/28/2006,Second Sight,Amanda Quick
6/4/2006,Dead Watch,John Sandford
6/4/2006,The Hard Way,Lee Child
6/11/2006,At Risk,Patricia Cornwell
6/11/2006,Killer Instinct,Joseph Finder
6/11/2006,The Poe Shadow,Matthew Pearl
6/18/2006,The Husband,Dean Koontz
6/18/2006,The Book of the Dead,Douglas Preston & Lincoln Child
6/18/2006,The Cold Moon,Jeffery Deaver
6/18/2006,Dark Side of the Moon,Sherrilyn Kenyon
6/18/2006,Killer Dreams,Iris Johansen
6/18/2006,Betrayal,Aaron Allston
6/18/2006,Telegraph Days,Larry McMurtry
6/18/2006,The Foreign Correspondent,Alan Furst
6/25/2006,The Rapture,Time LaHaye & Jerry B. Jenkins
6/25/2006,The Saboteurs,W.E.B. Griffin
6/25/2006,Water for Elephants,Sara Gruen
7/2/2006,Terrorist,John Updike
7/2/2006,Blue Screen,Robert B. Parker
7/2/2006,The Wrong Hostage,Elizabeth Lowell
7/2/2006,Baby Proof,Emily Giffin
7/9/2006,Twelve Sharp,Janet Evanovich
7/9/2006,Captive of my Desires,Johanna Lindsey
7/16/2006,Dense Macabre,Laurell K. Hamilton
7/16/2006,Coming Out,Danielle Steel
7/16/2006,Cover of Night,Linda Howard
7/16/2006,Black Order,James Rollins
7/16/2006,SandCastles,Luanne Rice
7/16/2006,Outsider,Diana Palmer
7/23/2006,Can't Wait to Get to Heaven,Fannie Flagg
7/23/2006,Proof Positive,Phillip Margolin
7/30/2006,Angels Fall,Nora Roberts
7/30/2006,Break No Bones,Kathy Reichs
8/6/2006,Phantom,Terry Goodkind
8/6/2006,Pegasus Descending,James Lee Burke 
8/6/2006,The Ruins,Scott Smith
8/6/2006,Sleeping with Fear,Kay Hooper
8/13/2006,The Messenger,Daniel Silva
8/13/2006,Dead Wrong,J.A. Jance
8/13/2006,The Expected One,Kathleen McGowan
8/20/2006,Judge & Jury,James Patterson & Andrew Gross
8/27/2006,Crisis,Robin Cook
8/27/2006,Happiness Sold Seperately,Lolly Winston
8/27/2006,The Night Gardener,George Pelecanos
9/3/2006,Ricochet,Sandra Brown
9/3/2006,Into the Storm,Suzanne Brockmann
9/3/2006,Special Topics in Calamity Physics,Marisha Pessi
9/3/2006,Triptych,Karin Slaughter
9/3/2006,Spy,Ted Bell
9/10/2006,Hunters of Dune,Brian Herbert & Kevin J. Anderson
9/10/2006,The Afghan,Frederick Forsyth
9/17/2006,Rise and Shine,Anna Quindlen
9/17/2006,The Emperor's Children,Claire Messud
9/17/2006,Armageddon's Children,Terry Brooks
9/17/2006,Fool Me Once,Fern Michaels
9/24/2006,The Book of Fate,Brad Maltzer
9/24/2006,Dark Celebration,Christine Feehan
9/24/2006,The Guy Not Taken,Jennifer Weiner
9/24/2006,All Aunt Hagar's Children,Edward P. Jones
10/1/2006,The Thirteenth Tale,Diane Setterfield
10/1/2006,The Mephisto Club,Tess Gerritsen
10/1/2006,World War Z,Max Brooks
10/1/2006,A Spot of Brother,Mark Haddon
10/1/2006,Only Revolutions,Mark Z. Danielewski
10/1/2006,After This,Alice McDermott
10/8/2006,The Mission Song,Diane Setterfield
10/8/2006,Imperium,Robert Harris
10/8/2006,The Right Attitude to Rain,Alexander McCall Smith
10/15/2006,For One More Day,Mitch Albom
10/15/2006,Under Orders,Dick Francis
10/15/2006,The Road,Cormac McCarthy
10/15/2006,Darth Bane: Path of Destruction,Drew Karpyshyn
10/15/2006,Fragile Things,Neil Gaiman
10/22/2006,Thirteen Moons,Charles Frazier
10/22/2006,Motor Mouth,Janet Evanovich
10/22/2006,Strange Candy,Laurell K. Hamilton
10/22/2006,Finding Noel,Richard Paul Evans
10/22/2006,Christmas Letters,Debbie Macomber
10/29/2006,Echo Park,Michael Connelly
10/29/2006,Act of Treason,Vince Flynn
10/29/2006,Short Straw,Stuart Woods
11/5/2006,The Collectors,David Baldacci
11/5/2006,What Came Before He Shot Her,Elizabeth George
11/5/2006,The Bancroft Strategy ,Robert Ludlum
11/12/2006,Lisey's Story,Stephen King
11/12/2006,Hundred-Dollar Baby,Robert B. Parker
11/12/2006,First Impressions,Nora Roberts
11/12/2006,Road of the Patriarch,R.A. Salvatore
11/19/2006,Dear John,Nicholas Sparks
11/19/2006,H.R.H.,Danielle Steel
11/19/2006,Home to Big Stone Gap,Adriana Trigiani
11/26/2006,Wild Fire,Nelson DeMille
11/27/2006,Born in Death,J.D. Robb
11/28/2006,The Rising Tide,Jeff Shaara
11/26/2006,Ines of my Soul,Isabel Allende
12/3/2006,Cross ,James Patterson
12/3/2006,Nature Girl,Carl Hiaasen
12/3/2006,Santa Cruise,Mary Higgins Clark & Carol Higgins Clark
12/10/2006,The Shape Shifter,Tony Hillerman
12/10/2006,Against the Day,Thomas Pynchon
12/17/2006,Next,Michael Crichton
12/17/2006,Treasure of Khan,Clive Cussler 
12/17/2006,Brother Odd,Dean Koontz
12/24/2006,Hannibal Rising,Thomas Harris
12/24/2006,The Boleyn Inheritance,Philippa Gregory
12/31/2006,Mistral's Kiss,Laurell K. Hamilton
12/31/2006,True Evil,Greg Iles
1/7/2007,,
1/14/2007,Shadow Dance,Julie Garwood
1/14/2007,Stalemate,Iris Johansen
1/21/2007,The Hunters,W.E.B. Griffin
1/21/2007,The Cat Who Had 60 Whiskers,Lilian Jackson Braun
1/21/2007,What Is The What,Dave Eggers
1/28/2007,Plum Lovin',Janet Evanovich
1/28/2007,Exile,Richard North Patterson
1/28/2007,Web of Evil,J. A. Jance
2/4/2007,You Suck,Christopher Moore
2/4/2007,The Suspect,John Lescroart
2/4/2007,Bad Blood,Linda Fairstein
2/4/2007,Dust,Martha Chrichton
2/11/2007,White Lies,Jayne Ann Krentz
2/11/2007,The Castle in the Forest,Norman Mailer
2/11/2007,Lords of the North,Bernard Cornwell
2/18/2007,The Alexandria Link,Steve Berry
2/18/2007,Deep Storm,Lincoln Child
2/18/2007,Hide,Lisa Gardner
2/18/2007,Allegiance,Timothy Zahn
2/25/2007,Step on a Crack,James Patterson & Michael Ledwidge
2/25/2007,Natural Born Charmer,Susan Elizabeth Phillips
2/25/2007,High Profile,Robert B. Parker
2/25/2007,Family Tree,Barbara Delinsky
3/4/2007,Sisters,Danielle Steel
3/4/2007,The Double Blind,Chris Bohjailian
3/4/2007,Heart-Shaped Box,Joe Hill
3/4/2007,Ten Days in the Hills,Jane Smiley
3/11/2007,Innocent in Death,J.D. Robb
3/18/2007,Shopaholic & Baby,Sophie Kinsella
3/18/2007,The Watchmen,Robert Crais 
3/18/2007,The Taste of Innocence,Stephanie Laurens
3/18/2007,Innocent Traitor,Alison Weir
3/25/2007,Nineteen Minutes,Jodi Picoult
